Nome;Número de Mensagens;Stickers;Imagens;Áudios
Cosi;6099;1730;426;23
Palavra;Frequência
acordou;1
vô;1
taturana;1
cabelereiri;1
blindado;1
tunados;1
maquina;1
clica;1
desver?;1
inocência;1
ninguém;1
masculinidade;1
tóxica;1
mandarem;1
serem;1
considerados;1
gays;1
desculpo;1
número;1
mulheres;1
quebrando;1
nude,;1
bloqueou.;1
corpo.;1
tolo,;1
alma;1
helicóptero;1
pf;1
voando;1
biroliro;1
buscar;1
competição?;1
hahaa?;1
talvez;1
chapado;1
largada;1
perguntou,;1
pokemonfag;1
esperanças;1
altas;1
gacha;1
franquia;1
nintendo;1
decepcionar;1
emblem;1
heroes;1
pesado;1
gameplay;1
palco?;1
preferiu;1
mãozinha;1
garfo;1
po,;1
emagrecer;1
compartilhando;1
peta;1
xenon;1
tô;1
beijar;1
internacional;1
hateio;1
soltando;1
farpa;1
pré;1
apoio;1
matsukaze;1
rancor;1
deixaram;1
matsu;1
2016;1
fábio;1
floodar;1
pulta;1
137o;1
fabio,;1
bom,;1
gratidão;1
373;1
difícil;1
september,;1
poça;1
molhada;1
aro;1
guento;1
9:02;1
pezinho?;1
infinita?;1
estalar;1
desaparecer;1
liberar;1
segura;1
secando;1
ocupando;1
70%;1
alasca;1
rir;1
alek;1
miranha;1
biologo;1
aranha;1
imperatriz;1
velas;1
corredor;1
help;1
pastor.;1
esperava;1
mais.;1
descobriu;1
começava;1
computoes;1
obsequio;1
entrei;1
cabadp;1
anao”;1
lucas,;1
sugeri;1
ignorou;1
chroma;1
apê;1
isso,;1
acreditar;1
conversa;1
assuntos;1
totalmente;1
mesmas;1
